"","x","y"
"1",0.402746248058975,0.293977615848729
"2",0.00507649980843018,0.513018596218155
"3",1.07327367826821,1.60967335186422
"4",1.18618518296154,0.273695336752528
"5",1.47681576529757,1.92773934160766
"6",1.69740959100702,0.169839995969899
"7",0.0168093357364778,0.143798264796627
"8",0.402849316131324,1.4532878002073
"9",2.49735389078472,0.281492074280262
"10",2.57112374702904,0.165049573625969
"11",0.0987804615870118,0.288218261147178
"12",0.851647572549892,0.855780091804698
"13",0.223852306604385,0.582312112292196
"14",1.11957094069095,0.457852768005927
"15",0.517009855248034,0.00775558941140148
"16",1.54224396488609,0.0525551938341267
"17",1.31929867896707,0.0842646031474751
"18",1.06880646567316,0.185352454071047
"19",0.777369528035534,0.123463755346976
"20",2.39296249101374,1.11634605993254
